Pressure,Temperature,Density,NG_TYPE,Methane,Ethane,Propane,2-methylpropane,Butane,2-metylbutane,Pentane,Octane,Toluene,Methylcyclopentane,Nitrogen,Carbon  Dioxide
45,420,217.43,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
50,420,232.15,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
55,420,245.39,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
60,420,257.38,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
65,420,268.3,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
10,430,55.5,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
15,430,83.24,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
20,430,109.81,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
25,430,134.54,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
30,430,157.06,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
35,430,177.33,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
40,430,195.51,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
45,430,211.82,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
50,430,226.48,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
55,430,239.73,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
60,430,251.76,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
65,430,262.73,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
10,440,53.94,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
15,440,80.78,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
20,440,106.5,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
25,440,130.52,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
30,440,152.5,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
35,440,172.39,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
40,440,190.33,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
45,440,206.49,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
50,440,221.08,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
55,440,234.3,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
60,440,246.35,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
65,440,257.36,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
10,450,52.49,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
15,450,78.49,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
20,450,103.42,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
25,450,126.76,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
30,450,148.22,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
35,450,167.76,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
40,450,185.44,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
45,450,201.43,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
50,450,215.93,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
55,450,229.11,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
60,450,241.15,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
65,450,252.19,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
